Idx,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance
690,808,0,0,0,0,0,0,0,0
691,366,0,0,0,0,0,0,0,0
692,238,0,0,0,0,0,0,0,0
693,255,0,0,0,0,0,0,0,0
694,123,0,0,0,0,0,0,0,0
695,663,0,0,0,0,0,0,0,0
696,876,0,0,0,0,0,0,0,0
697,690,0,0,0,0,0,0,0,0
698,309,0,0,0,0,0,0,0,0
699,693,0,0,0,0,0,0,0,0
700,226,0,0,0,0,0,0,0,0
701,951,0,0,0,0,0,0,0,0
702,260,0,0,0,0,0,0,0,0
703,243,0,0,0,0,0,0,0,0
704,222,0,0,0,0,0,0,0,0
705,314,0,0,0,0,0,0,0,0
706,229,0,0,0,0,0,0,0,0
707,85,0,0,0,0,0,0,0,0
708,76,0,0,0,0,0,0,0,0
709,887,0,0,0,0,0,0,0,0
710,582,0,0,0,0,0,0,0,0
711,674,0,0,0,0,0,0,0,0
712,986,0,0,0,0,0,0,0,0
713,511,0,0,0,0,0,0,0,0
714,879,0,0,0,0,0,0,0,0
715,401,0,0,0,0,0,0,0,0
716,514,0,0,0,0,0,0,0,0
717,750,0,0,0,0,0,0,0,0
718,156,0,0,0,0,0,0,0,0
719,775,0,0,0,0,0,0,0,0
720,329,0,0,0,0,0,0,0,0
721,467,0,0,0,0,0,0,0,0
722,178,0,0,0,0,0,0,0,0
723,549,0,0,0,0,0,0,0,0
724,453,0,0,0,0,0,0,0,0
725,307,0,0,0,0,0,0,0,0
726,472,0,0,0,0,0,0,0,0
727,392,0,0,0,0,0,0,0,0
728,65,0,0,0,0,0,0,0,0
729,575,0,0,0,0,0,0,0,0
730,855,0,0,0,0,0,0,0,0
731,791,0,0,0,0,0,0,0,0
732,391,0,0,0,0,0,0,0,0
733,973,0,0,0,0,0,0,0,0
734,828,0,0,0,0,0,0,0,0
735,247,0,0,0,0,0,0,0,0
736,412,0,0,0,0,0,0,0,0
737,67,0,0,0,0,0,0,0,0
738,289,0,0,0,0,0,0,0,0
739,399,0,0,0,0,0,0,0,0
740,138,0,0,0,0,0,0,0,0
741,537,0,0,0,0,0,0,0,0
742,265,0,0,0,0,0,0,0,0
743,724,0,0,0,0,0,0,0,0
744,653,0,0,0,0,0,0,0,0
745,318,0,0,0,0,0,0,0,0
746,232,0,0,0,0,0,0,0,0
747,21,0,0,0,0,0,0,0,0
748,998,0,0,0,0,0,0,0,0
749,694,0,0,0,0,0,0,0,0
750,927,0,0,0,0,0,0,0,0
751,348,0,0,0,0,0,0,0,0
752,968,0,0,0,0,0,0,0,0
753,992,0,0,0,0,0,0,0,0
754,764,0,0,0,0,0,0,0,0
755,587,0,0,0,0,0,0,0,0
756,944,0,0,0,0,0,0,0,0
757,239,0,0,0,0,0,0,0,0
758,886,0,0,0,0,0,0,0,0
759,23,0,0,0,0,0,0,0,0
760,458,0,0,0,0,0,0,0,0
761,822,0,0,0,0,0,0,0,0
762,413,0,0,0,0,0,0,0,0
763,563,0,0,0,0,0,0,0,0
764,331,0,0,0,0,0,0,0,0
765,434,0,0,0,0,0,0,0,0
766,456,0,0,0,0,0,0,0,0
767,430,0,0,0,0,0,0,0,0
768,896,0,0,0,0,0,0,0,0
769,451,0,0,0,0,0,0,0,0
770,477,0,0,0,0,0,0,0,0
771,9,0,0,0,0,0,0,0,0
772,325,0,0,0,0,0,0,0,0
773,812,0,0,0,0,0,0,0,0
774,727,0,0,0,0,0,0,0,0
775,928,0,0,0,0,0,0,0,0
776,134,0,0,0,0,0,0,0,0
777,819,0,0,0,0,0,0,0,0
778,230,0,0,0,0,0,0,0,0
779,520,0,0,0,0,0,0,0,0
780,326,0,0,0,0,0,0,0,0
781,142,0,0,0,0,0,0,0,0
782,491,0,0,0,0,0,0,0,0
783,379,0,0,0,0,0,0,0,0
784,465,0,0,0,0,0,0,0,0
785,756,0,0,0,0,0,0,0,0
786,347,0,0,0,0,0,0,0,0
787,237,0,0,0,0,0,0,0,0
788,642,0,0,0,0,0,0,0,0
789,506,0,0,0,0,0,0,0,0
790,646,0,0,0,0,0,0,0,0
791,382,0,0,0,0,0,0,0,0
792,256,0,0,0,0,0,0,0,0
793,327,0,0,0,0,0,0,0,0
794,624,0,0,0,0,0,0,0,0
795,155,0,0,0,0,0,0,0,0
796,578,0,0,0,0,0,0,0,0
797,640,0,0,0,0,0,0,0,0
798,997,0,0,0,0,0,0,0,0
799,242,0,0,0,0,0,0,0,0
800,344,0,0,0,0,0,0,0,0
801,699,0,0,0,0,0,0,0,0
802,77,0,0,0,0,0,0,0,0
803,821,0,0,0,0,0,0,0,0
804,903,0,0,0,0,0,0,0,0
805,540,0,0,0,0,0,0,0,0
806,596,0,0,0,0,0,0,0,0
807,169,0,0,0,0,0,0,0,0
808,526,0,0,0,0,0,0,0,0
809,361,0,0,0,0,0,0,0,0
810,917,0,0,0,0,0,0,0,0
811,342,0,0,0,0,0,0,0,0
812,599,0,0,0,0,0,0,0,0
813,875,0,0,0,0,0,0,0,0
814,745,0,0,0,0,0,0,0,0
815,131,0,0,0,0,0,0,0,0
816,143,0,0,0,0,0,0,0,0
817,666,0,0,0,0,0,0,0,0
818,104,0,0,0,0,0,0,0,0
819,964,0,0,0,0,0,0,0,0
820,208,0,0,0,0,0,0,0,0
821,774,0,0,0,0,0,0,0,0
822,346,0,0,0,0,0,0,0,0
823,97,0,0,0,0,0,0,0,0
824,306,0,0,0,0,0,0,0,0
825,18,0,0,0,0,0,0,0,0
826,284,0,0,0,0,0,0,0,0
827,173,0,0,0,0,0,0,0,0
828,558,0,0,0,0,0,0,0,0
829,51,0,0,0,0,0,0,0,0
830,357,0,0,0,0,0,0,0,0
831,692,0,0,0,0,0,0,0,0
832,26,0,0,0,0,0,0,0,0
833,386,0,0,0,0,0,0,0,0
834,287,0,0,0,0,0,0,0,0
835,974,0,0,0,0,0,0,0,0
836,683,0,0,0,0,0,0,0,0
837,374,0,0,0,0,0,0,0,0
838,278,0,0,0,0,0,0,0,0
839,367,0,0,0,0,0,0,0,0
840,800,0,0,0,0,0,0,0,0
841,11,0,0,0,0,0,0,0,0
842,310,0,0,0,0,0,0,0,0
843,910,0,0,0,0,0,0,0,0
844,440,0,0,0,0,0,0,0,0
845,441,0,0,0,0,0,0,0,0
846,146,0,0,0,0,0,0,0,0
847,614,0,0,0,0,0,0,0,0
848,262,0,0,0,0,0,0,0,0
849,34,0,0,0,0,0,0,0,0
850,407,0,0,0,0,0,0,0,0
851,564,0,0,0,0,0,0,0,0
852,538,0,0,0,0,0,0,0,0
853,748,0,0,0,0,0,0,0,0
854,675,0,0,0,0,0,0,0,0
855,224,0,0,0,0,0,0,0,0
856,10,0,0,0,0,0,0,0,0
857,708,0,0,0,0,0,0,0,0
858,636,0,0,0,0,0,0,0,0
859,218,0,0,0,0,0,0,0,0
860,193,0,0,0,0,0,0,0,0
861,106,0,0,0,0,0,0,0,0
862,834,0,0,0,0,0,0,0,0
863,597,0,0,0,0,0,0,0,0
864,45,0,0,0,0,0,0,0,0
865,264,0,0,0,0,0,0,0,0
866,219,0,0,0,0,0,0,0,0
867,249,0,0,0,0,0,0,0,0
868,507,0,0,0,0,0,0,0,0
869,383,0,0,0,0,0,0,0,0
870,631,0,0,0,0,0,0,0,0
871,502,0,0,0,0,0,0,0,0
872,792,0,0,0,0,0,0,0,0
873,271,0,0,0,0,0,0,0,0
874,194,0,0,0,0,0,0,0,0
875,937,0,0,0,0,0,0,0,0
876,726,0,0,0,0,0,0,0,0
877,339,0,0,0,0,0,0,0,0
878,841,0,0,0,0,0,0,0,0
879,874,0,0,0,0,0,0,0,0
880,214,0,0,0,0,0,0,0,0
881,924,0,0,0,0,0,0,0,0
882,203,0,0,0,0,0,0,0,0
883,629,0,0,0,0,0,0,0,0
884,354,0,0,0,0,0,0,0,0
885,857,0,0,0,0,0,0,0,0
886,424,0,0,0,0,0,0,0,0
887,872,0,0,0,0,0,0,0,0
888,116,0,0,0,0,0,0,0,0
889,308,0,0,0,0,0,0,0,0
890,698,0,0,0,0,0,0,0,0
891,622,0,0,0,0,0,0,0,0
892,103,0,0,0,0,0,0,0,0
893,464,0,0,0,0,0,0,0,0
894,870,0,0,0,0,0,0,0,0
895,351,0,0,0,0,0,0,0,0
896,628,0,0,0,0,0,0,0,0
897,33,0,0,0,0,0,0,0,0
898,972,0,0,0,0,0,0,0,0
899,535,0,0,0,0,0,0,0,0
900,959,0,0,0,0,0,0,0,0
901,794,0,0,0,0,0,0,0,0
902,313,0,0,0,0,0,0,0,0
903,127,0,0,0,0,0,0,0,0
904,245,0,0,0,0,0,0,0,0
905,773,0,0,0,0,0,0,0,0
906,69,0,0,0,0,0,0,0,0
907,141,0,0,0,0,0,0,0,0
908,139,0,0,0,0,0,0,0,0
909,398,0,0,0,0,0,0,0,0
910,889,0,0,0,0,0,0,0,0
911,995,0,0,0,0,0,0,0,0
912,757,0,0,0,0,0,0,0,0
913,783,0,0,0,0,0,0,0,0
914,420,0,0,0,0,0,0,0,0
915,790,0,0,0,0,0,0,0,0
916,592,0,0,0,0,0,0,0,0
917,978,0,0,0,0,0,0,0,0
918,735,0,0,0,0,0,0,0,0
919,731,0,0,0,0,0,0,0,0
920,932,0,0,0,0,0,0,0,0
921,497,0,0,0,0,0,0,0,0
922,813,0,0,0,0,0,0,0,0
923,2,0,0,0,0,0,0,0,0
924,649,0,0,0,0,0,0,0,0
925,455,0,0,0,0,0,0,0,0
926,593,0,0,0,0,0,0,0,0
927,206,0,0,0,0,0,0,0,0
928,847,0,0,0,0,0,0,0,0
929,233,0,0,0,0,0,0,0,0
930,87,0,0,0,0,0,0,0,0
931,333,0,0,0,0,0,0,0,0
932,738,0,0,0,0,0,0,0,0
933,350,0,0,0,0,0,0,0,0
934,805,0,0,0,0,0,0,0,0
935,700,0,0,0,0,0,0,0,0
936,92,0,0,0,0,0,0,0,0
937,68,0,0,0,0,0,0,0,0
938,746,0,0,0,0,0,0,0,0
939,741,0,0,0,0,0,0,0,0
940,581,0,0,0,0,0,0,0,0
941,677,0,0,0,0,0,0,0,0
942,442,0,0,0,0,0,0,0,0
943,749,0,0,0,0,0,0,0,0
944,25,0,0,0,0,0,0,0,0
945,936,0,0,0,0,0,0,0,0
946,90,0,0,0,0,0,0,0,0
947,715,0,0,0,0,0,0,0,0
948,240,0,0,0,0,0,0,0,0
949,13,0,0,0,0,0,0,0,0
950,126,0,0,0,0,0,0,0,0
951,761,0,0,0,0,0,0,0,0
952,302,0,0,0,0,0,0,0,0
953,650,0,0,0,0,0,0,0,0
954,365,0,0,0,0,0,0,0,0
955,905,0,0,0,0,0,0,0,0
956,415,0,0,0,0,0,0,0,0
957,397,0,0,0,0,0,0,0,0
958,435,0,0,0,0,0,0,0,0
959,945,0,0,0,0,0,0,0,0
960,930,0,0,0,0,0,0,0,0
961,687,0,0,0,0,0,0,0,0
962,852,0,0,0,0,0,0,0,0
963,712,0,0,0,0,0,0,0,0
964,470,0,0,0,0,0,0,0,0
965,43,0,0,0,0,0,0,0,0
966,550,0,0,0,0,0,0,0,0
967,844,0,0,0,0,0,0,0,0
968,150,0,0,0,0,0,0,0,0
969,168,0,0,0,0,0,0,0,0
970,519,0,0,0,0,0,0,0,0
971,531,0,0,0,0,0,0,0,0
972,643,0,0,0,0,0,0,0,0
973,428,0,0,0,0,0,0,0,0
974,659,0,0,0,0,0,0,0,0
975,766,0,0,0,0,0,0,0,0
976,732,0,0,0,0,0,0,0,0
977,916,0,0,0,0,0,0,0,0
978,979,0,0,0,0,0,0,0,0
979,372,0,0,0,0,0,0,0,0
980,778,0,0,0,0,0,0,0,0
981,579,0,0,0,0,0,0,0,0
982,320,0,0,0,0,0,0,0,0
983,645,0,0,0,0,0,0,0,0
984,5,0,0,0,0,0,0,0,0
985,294,0,0,0,0,0,0,0,0
986,117,0,0,0,0,0,0,0,0
987,555,0,0,0,0,0,0,0,0
988,29,0,0,0,0,0,0,0,0
989,259,0,0,0,0,0,0,0,0
990,47,0,0,0,0,0,0,0,0
991,678,0,0,0,0,0,0,0,0
992,543,0,0,0,0,0,0,0,0
993,908,0,0,0,0,0,0,0,0
994,586,0,0,0,0,0,0,0,0
995,98,0,0,0,0,0,0,0,0
996,55,0,0,0,0,0,0,0,0
997,913,0,0,0,0,0,0,0,0
998,199,0,0,0,0,0,0,0,0
999,539,0,0,0,0,0,0,0,0
1000,759,0,0,0,0,0,0,0,0
